frame_idx,image_file,image_stamp,cmd_stamp,dt_cmd,cmd_linear_x,cmd_angular_z,odom_stamp,dt_odom,odom_linear_x,odom_angular_z,width,height,encoding
0,images/000000.jpg,1774267259.981565475,1774267259.975821972,0.005743504,0.000000000,0.000000000,1774267259.979064465,0.002501011,0.000000000,0.002787972,640,480,rgb8
1,images/000001.jpg,1774267260.014903784,1774267259.995796680,0.019107103,0.000000000,0.000000000,1774267259.999028683,0.015875101,0.000000000,0.002035050,640,480,rgb8
2,images/000002.jpg,1774267260.048241854,1774267260.035831213,0.012410641,0.000000000,0.000000000,1774267260.039081097,0.009160757,0.000000000,0.001321387,640,480,rgb8
3,images/000003.jpg,1774267260.081579924,1774267260.075824738,0.005755186,0.000000000,0.000000000,1774267260.079047918,0.002532005,0.000000000,0.002091992,640,480,rgb8
4,images/000004.jpg,1774267260.114917755,1774267260.095823526,0.019094229,0.000000000,0.000000000,1774267260.099082470,0.015835285,0.000000000,0.001757469,640,480,rgb8
5,images/000005.jpg,1774267260.148255348,1774267260.135815859,0.012439489,0.000000000,0.000000000,1774267260.139030457,0.009224892,0.000000000,0.001921537,640,480,rgb8
6,images/000006.jpg,1774267260.214930058,1774267260.195814371,0.019115686,0.000000000,0.000000000,1774267260.199044228,0.015885830,0.000000000,0.001897110,640,480,rgb8
7,images/000007.jpg,1774267260.248267651,1774267260.235814571,0.012453079,0.000000000,0.000000000,1774267260.239118099,0.009149551,0.000000000,-0.002838299,640,480,rgb8
8,images/000008.jpg,1774267260.281604528,1774267260.275819302,0.005785227,0.000000000,0.000000000,1774267260.279080391,0.002524137,0.000000000,-0.003756222,640,480,rgb8
9,images/000009.jpg,1774267260.314941406,1774267260.295820475,0.019120932,0.000000000,0.000000000,1774267260.299037933,0.015903473,0.000000000,-0.001748030,640,480,rgb8
10,images/000010.jpg,1774267260.348278046,1774267260.335834742,0.012443304,0.000000000,0.000000000,1774267260.339076042,0.009202003,0.000000000,-0.000765599,640,480,rgb8
11,images/000011.jpg,1774267260.381614685,1774267260.375844240,0.005770445,0.000000000,0.000000000,1774267260.379043102,0.002571583,0.000000000,0.001985193,640,480,rgb8
12,images/000012.jpg,1774267260.414951086,1774267260.395837545,0.019113541,0.000000000,0.000000000,1774267260.399068594,0.015882492,0.000000000,0.002094811,640,480,rgb8
13,images/000013.jpg,1774267260.448287249,1774267260.435840607,0.012446642,0.000000000,0.000000000,1774267260.439041615,0.009245634,0.000000000,0.000231780,640,480,rgb8
14,images/000014.jpg,1774267260.481623650,1774267260.475800276,0.005823374,0.000000000,0.000000000,1774267260.479000092,0.002623558,0.000000000,-0.004403070,640,480,rgb8
15,images/000015.jpg,1774267260.514959574,1774267260.495823860,0.019135714,0.000000000,0.000000000,1774267260.499007225,0.015952349,0.000000000,-0.002205512,640,480,rgb8
16,images/000016.jpg,1774267260.548295498,1774267260.535815954,0.012479544,0.000000000,0.000000000,1774267260.539034367,0.009261131,0.000000000,-0.001004436,640,480,rgb8
17,images/000017.jpg,1774267260.581631184,1774267260.575827837,0.005803347,0.000000000,0.000000000,1774267260.579030037,0.002601147,0.000000000,0.000184102,640,480,rgb8
18,images/000018.jpg,1774267260.614966631,1774267260.595818520,0.019148111,0.000000000,0.000000000,1774267260.599033356,0.015933275,0.000000000,0.001611426,640,480,rgb8
19,images/000019.jpg,1774267260.648301840,1774267260.635819674,0.012482166,0.000000000,0.000000000,1774267260.639061213,0.009240627,0.000000000,0.002069633,640,480,rgb8
20,images/000020.jpg,1774267260.681637049,1774267260.675830841,0.005806208,0.000000000,0.000000000,1774267260.679058552,0.002578497,0.000000000,0.002337023,640,480,rgb8
21,images/000021.jpg,1774267260.714972258,1774267260.695836306,0.019135952,0.000000000,0.000000000,1774267260.699064016,0.015908241,0.000000000,0.003307829,640,480,rgb8
